Datetime,Open,High,Low,Close,Adj_Close,Volume
2025-01-20 10:45:00+05:30,1644.25,1644.4000244140625,1641.449951171875,1642.0,1642.0,55500
2025-01-20 10:50:00+05:30,1642.0,1645.949951171875,1641.949951171875,1644.550048828125,1644.550048828125,123736
2025-01-20 10:55:00+05:30,1644.6500244140625,1644.6500244140625,1644.6500244140625,1644.6500244140625,1644.6500244140625,0
